Name,Substance,Amount,Sold As,Date Published,Date Tested,Location,Size
NFL,MDMA,163.6,MDMA / Ecstasy,"Aug 07, 2019","Jul 31, 2019","Basel, Switzerland",354.4 mg<br/>8.8 mm x 11.6 mm
NFL,MDMA,185.8,MDMA / Ecstasy,"Aug 07, 2019","Jul 31, 2019","Basel, Switzerland",363.4 mg<br/>8.8 mm x 11.5 mm
Donald Trump,MDMA,192.4,MDMA / Ecstasy,"Aug 02, 2019","Jul 26, 2019","Zurich, Switzerland",416.6 mg<br/>12.1 mm x 9.2 mm
Tic Tac,MDMA,231.1,MDMA / Ecstasy,"Aug 02, 2019","Jul 26, 2019","Zurich, Switzerland",471.8 mg<br/>14.6 mm x 8.2 mm
Heineken,MDMA,301,MDMA / Ecstasy,"Aug 02, 2019","Jul 31, 2019","Innsbruck, Austria",453.1 mg
GBL,MDMA,"</li>
",GBL,"Aug 02, 2019","Jul 31, 2019","Innsbruck, Austria",-
Alprazolam Powder,Adinazolam,"</li>
",Xanax / Alprazolam,"Aug 02, 2019","Jul 31, 2019","Innsbruck, Austria",-
Mickey Mouse,2C-B,7.4,2C-B,"Aug 02, 2019","Aug 02, 2019","Innsbruck, Austria",100.3 mg
Cornetto,2C-B,15.3,2C-B,"Aug 02, 2019","Aug 02, 2019","Innsbruck, Austria",224.7 mg
Yoshi,2C-B,15.8,2C-B,"Aug 02, 2019","Aug 02, 2019","Innsbruck, Austria",200.6 mg
Mojo Jojo,2C-B,3.1,2C-B,"Aug 02, 2019","Aug 02, 2019","Innsbruck, Austria",134.6 mg
Homer Simpson,2C-B,10,2C-B,"Aug 02, 2019","Aug 02, 2019","Innsbruck, Austria",350.5 mg
Wikinger,MDMA,150,2C-B,"Aug 02, 2019","Aug 02, 2019","Innsbruck, Austria",478.9 mg
Bromadol,Unidentified,"34</li>
",Bromadol,"Jul 27, 2019","Jul 26, 2019","Online, Germany",-
Ecstasy Powder,MDMA,"1</li>
</ul>",Ecstasy,"Jul 27, 2019","Jul 26, 2019","Santa Rosa, CA",95 mg<br/>5.2 mm x 13.9 mm
Cocaine,Cocaine,"1</li>
</ul>",Cocaine,"Jul 27, 2019","Jul 26, 2019",CA,-
Molly Powder,MDMA,"1</li>
</ul>",MDMA,"Jul 27, 2019","Jul 26, 2019",Online,153 mg<br/>7.3 mm x 20.9 mm
6-APB,Etizolam,"1</li>
</ul>",6-APB,"Jul 27, 2019","Jul 26, 2019","Online, Hong Kong, China",-
Game of Thrones,MDMA,"4</li>
",LSD,"Jul 27, 2019","Jul 26, 2019",Online,11 mg<br/>6.8 mm x 6.8 mm
Molly Powder,MDMA,"1</li>
</ul>",MDMA,"Jul 27, 2019","Jul 26, 2019","Online, Europe",121 mg<br/>7.6 mm x 21.4 mm
Insta 'Diesel',Cocaine,"1</li>
</ul>",Cocaine,"Jul 27, 2019","Jul 26, 2019",Online,-
Beige Powder,MDMA,"1</li>
</ul>",MDMA,"Jul 27, 2019","Jul 26, 2019","New York, NY",230 mg<br/>7.4 mm x 21.5 mm
Tadacip,Tadalafil,"1</li>
</ul>",Tadalafil,"Jul 27, 2019","Jul 26, 2019","Online, India",350 mg<br/>7.5 mm x 12.1 mm
Blue &amp; Red Blotter,Niacinamide,"1</li>
",LSD,"Jul 27, 2019","Jul 26, 2019","Grand Rapids, MI",6.7&amp;nbspmm x 6.7&amp;nbspmm
Lieferando,MDMA,117.3,MDMA / Ecstasy,"Jul 26, 2019","Jul 06, 2019","Geneva, Switzerland",433.5 mg<br/>9.0 mm x 9.1 mm
Lieferando,MDMA,107.8,MDMA / Ecstasy,"Jul 26, 2019","Jul 06, 2019","Geneva, Switzerland",433.5 mg<br/>9.0 mm x 9.1 mm
Rolex,MDMA,188.5,MDMA / Ecstasy,"Jul 26, 2019","Jul 06, 2019","Geneva, Switzerland",297.8 mg<br/>10.0 mm x 10.0 mm
Redbull,MDMA,142,MDMA / Ecstasy,"Jul 26, 2019","Jul 06, 2019","Geneva, Switzerland",416.5 mg<br/>8.2 mm x 11.2 mm
Philipp Plein,MDMA,187.4,MDMA / Ecstasy,"Jul 26, 2019","Jul 06, 2019","Geneva, Switzerland",489.5 mg<br/>11.2 mm x 12.9 mm
Donald Trump,MDMA,217.3,MDMA / Ecstasy,"Jul 26, 2019","Jul 06, 2019","Geneva, Switzerland",427.7 mg<br/>9.1 mm x 12.2 mm
Blue Tablet,4-FMA,126.6,4-FA,"Jul 26, 2019","Jul 06, 2019","Geneva, Switzerland",258.8 mg<br/>8.7 mm x 8.7 mm
Methoxetamine,4-Methylmethcathinone,"</li>
",Methoxetamine,"Jul 26, 2019","Jul 16, 2019","Zurich, Switzerland",-
Red Bull,MDMA,225,MDMA / Ecstasy,"Jul 26, 2019","Jul 17, 2019","Bern, Switzerland",505.5 mg<br/>99.9 mm x 7.2 mm
Bentley,MDMA,211.8,MDMA / Ecstasy,"Jul 26, 2019","Jul 19, 2019","Zurich, Switzerland",387.3 mg<br/>10.1 mm x 7.1 mm
Shell,MDMA,140.9,MDMA / Ecstasy,"Jul 26, 2019","Jul 19, 2019","Zurich, Switzerland",308.3 mg<br/>11.1 mm x 11.5 mm
Mickey Mouse,2C-B,13.3,Not Specified,"Jul 26, 2019","Jul 23, 2019","Zurich, Switzerland",99.3 mg<br/>6.1 mm x 6.1 mm
Beige Tablet,2C-B,10.9,Not Specified,"Jul 26, 2019","Jul 23, 2019","Zurich, Switzerland",122 mg<br/>6.1 mm x 6.1 mm
Chupa Chups,MDMA,187.2,MDMA / Ecstasy,"Jul 26, 2019","Jul 23, 2019","Zurich, Switzerland",397 mg<br/>9.1 mm x 10.1 mm
Superman,MDMA,201.1,MDMA / Ecstasy,"Jul 26, 2019","Jul 23, 2019","Zurich, Switzerland",437.7 mg<br/>10.1 mm x 10.1 mm
Philipp Plein,MDMA,171.9,MDMA / Ecstasy,"Jul 26, 2019","Jul 23, 2019","Zurich, Switzerland",535 mg<br/>11.7 mm x 13.1 mm
Pink Tablet,2C-B,11.4,Not Specified,"Jul 26, 2019","Jul 24, 2019","Bern, Switzerland",140.8 mg<br/>6.0 mm x 6.0 mm
Rolex,2C-B,5.4,Not Specified,"Jul 26, 2019","Jul 24, 2019","Bern, Switzerland",152.7 mg<br/>8.2 mm x 8.2 mm
Handgranate,Caffeine,119,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",9.4&amp;nbspmm x 5.9&amp;nbspmm
Handgranate,Caffeine,56,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",9.4&amp;nbspmm x 5.1&amp;nbspmm
Mastercard,MDMA,109,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.3&amp;nbspmm x 3.1&amp;nbspmm
Warner Brothers,MDMA,115,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",10.1&amp;nbspmm x 5.9&amp;nbspmm
Goldbarren,MDMA,132,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",10.4&amp;nbspmm x 4.3&amp;nbspmm
Diamant,MDMA,161,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",11.9&amp;nbspmm x 5.2&amp;nbspmm
Snapchat,MDMA,162,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",9.2&amp;nbspmm x 4.0&amp;nbspmm
Angry Bird,MDMA,165,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",11.9&amp;nbspmm x 5.4&amp;nbspmm
6ix9ine,MDMA,171,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.3&amp;nbspmm x 5.4&amp;nbspmm
Superman,MDMA,179,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",10.2&amp;nbspmm x 5.8&amp;nbspmm
Maybach,MDMA,179,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.8&amp;nbspmm x 5.6&amp;nbspmm
Route 66,MDMA,192,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",10.1&amp;nbspmm x 4.9&amp;nbspmm
Darth Vader,MDMA,205,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.1&amp;nbspmm x 6.9&amp;nbspmm
Coca Cola,MDMA,208,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",-
Philipp Plein,MDMA,217,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",11.3&amp;nbspmm x 4.0&amp;nbspmm
Plata o Plomo,MDMA,183,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.2&amp;nbspmm x 4.3&amp;nbspmm
Plata o Plomo,MDMA,198,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.2&amp;nbspmm x 4.3&amp;nbspmm
Plata o Plomo,MDMA,242,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.3&amp;nbspmm x 4.8&amp;nbspmm
Skype,MDMA,245,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.0&amp;nbspmm x 5.6&amp;nbspmm
Heineken,MDMA,248,MDMA / Ecstasy,"Jul 24, 2019","Jul 23, 2019","Vienna, Austria",12.2&amp;nbspmm x 5.1&amp;nbspmm
White Blotter,Niacinamide,"8</li>
",LSD,"Jul 20, 2019","Jul 19, 2019",Online,15 mg<br/>13.3 mm x 7.0 mm
White Powder,MDMA,"1</li>
</ul>",MDMA,"Jul 20, 2019","Jul 19, 2019","San Francisco, CA",10 mg
Benzo,Unidentified,"1</li>
",Benzo,"Jul 20, 2019","Jul 19, 2019","Los Angeles, CA",300 mg<br/>21.1 mm x 7.3 mm
Benzo,Etizolam,"1</li>
</ul>",Benzo,"Jul 20, 2019","Jul 19, 2019","Los Angeles, CA",172 mg<br/>23.0 mm x 7.2 mm
White Powder,Etizolam,"1</li>
</ul>",Not Specified,"Jul 20, 2019","Jul 19, 2019","Fresno, CA",171 mg<br/>20.9 mm x 7.1 mm
Lightning Boltz,MDA,"1</li>
</ul>",Molly,"Jul 20, 2019","Jul 19, 2019","Cincinnati, OH",195 mg<br/>8.1 mm x 3.7 mm
Tan Powder,MDMA,"1</li>
</ul>",MDMA,"Jul 20, 2019","Jul 19, 2019","Austin, TX",50 mg<br/>23.7 mm x 7.3 mm
B707 Tablet,Flubromazolam,"1</li>
</ul>",Alprazolam,"Jul 20, 2019","Jul 19, 2019",Canada,360 mg<br/>15.1 mm x 4.0 mm
O-PCE,3-HO-PCE,"1</li>
</ul>",O-PCE,"Jul 20, 2019","Jul 19, 2019","Online, Netherlands",100 mg<br/>23.4 mm x 8.2 mm
Xanax X/2,Niacinamide,"1</li>
</ul>",Xanax,"Jul 20, 2019","Jul 19, 2019","Online, United Kingdom",359 mg<br/>15.2 mm x 5.1 mm
Ketamine,Ketamine,"2</li>
",Pure S-isomer Ketamine,"Jul 20, 2019","Jul 19, 2019",Online,100 mg
93 5453,Alprazolam,"1</li>
</ul>",Alprazolam,"Jul 20, 2019","Jul 19, 2019",Online,208 mg<br/>9.2 mm x 3.7 mm
"3,4-CFPP",Unidentified,"1</li>
</ul>","3,4-CFPP","Jul 20, 2019","Jul 19, 2019","Online, Germany",130 mg<br/>17.1 mm x 6.0 mm
4-BPP,Unidentified,"1</li>
</ul>",4-BPP (4-Bromophenylpiperazine),"Jul 20, 2019","Jul 19, 2019","Online, Germany",141 mg<br/>17.3 mm x 6.1 mm
Cocaine,Cocaine,"13</li>
",Cocaine,"Jul 20, 2019","Jul 19, 2019","Washington, DC",100 mg
Clonazolam,Etizolam,"1</li>
</ul>",Clonazolam,"Jul 20, 2019","Jul 19, 2019","San Francisco, CA",362 mg<br/>22.9 mm x 8.2 mm
Etizolam,Etizolam,"1</li>
</ul>",Etizolam,"Jul 20, 2019","Jul 19, 2019","San Francisco, CA",362 mg<br/>22.5 mm x 8.1 mm
No See,MDMA,207.5,MDMA / Ecstasy,"Jul 20, 2019","Jul 12, 2019","Zurich, Switzerland",420.4 mg<br/>8.9 mm x 10.0 mm
Heineken,MDMA,198.1,MDMA / Ecstasy,"Jul 20, 2019","Jul 12, 2019","Zurich, Switzerland",434.6 mg<br/>12.2 mm x 6.2 mm
Philipp Plein,MDMA,180.4,MDMA / Ecstasy,"Jul 20, 2019","Jul 15, 2019","Zurich, Switzerland",585.5 mg<br/>12.2 mm x 13.3 mm
DNA,MDMA,124,MDMA / Ecstasy,"Jul 20, 2019","Jul 19, 2019","Innsbruck, Austria",275.4 mg
3-HO-PCP,3-HO-PCE,"1</li>
</ul>",3-HO-PCP,"Jul 12, 2019","Jul 12, 2019",Online,-
Nightmare Before Christmas,MDMA,"1.5</li>
",MDMA,"Jul 12, 2019","Jul 12, 2019","Minneapolis, MN",470 mg<br/>10.1 mm x 10.1 mm
Fortnite,MDMA,"1</li>
</ul>",NA,"Jul 12, 2019","Jul 12, 2019","Los Angeles, CA",453 mg<br/>6.1 mm x 11.2 mm
Liquid Mushrooms,Ketamine,"1</li>
</ul>",Psilocybin,"Jul 12, 2019","Jul 12, 2019",Online,25 mg<br/>19.9 mm x 11.6 mm
Alprazolam,Etizolam,"1</li>
</ul>",Alprazolam,"Jul 12, 2019","Jul 12, 2019",Online,300 mg
BV Cocaine,Cocaine,"1</li>
</ul>",Cocaine,"Jul 12, 2019","Jul 12, 2019","San Francisco, CA",200 mg
MXE,Methoxetamine,"1</li>
</ul>",MXE,"Jul 12, 2019","Jul 12, 2019","Online, United Kingdom",200 mg
Xanax,Flualprazolam,"1</li>
",Xanax,"Jul 12, 2019","Jul 12, 2019",Online,283 mg<br/>5.1 mm x 5.1 mm
Etizolam,Etizolam,"1</li>
</ul>",Etizolam,"Jul 12, 2019","Jul 12, 2019","Online, China",50 mg
Clonazolam,Flualprazolam,"8</li>
",Clonazolam,"Jul 12, 2019","Jul 12, 2019","Online, China",50 mg
Clonazepam,None Detected,"1</li>
</ul>",Clonazepam,"Jul 12, 2019","Jul 12, 2019",Online,50 mg
Adderall,Caffeine,"1</li>
",Adderall,"Jul 12, 2019","Jul 12, 2019",Online,344 mg<br/>10.1 mm x 10.1 mm
White Powder,Methamphetamine,"1</li>
</ul>",Unknown - sample was found,"Jul 12, 2019","Jul 12, 2019","Santa Rosa, CA",25 mg
White Crystals,Ketamine,"1</li>
",Ketamine,"Jul 12, 2019","Jul 12, 2019",Online,50 mg
White Powder,Etizolam,"1</li>
</ul>",Clonazolam,"Jul 12, 2019","Jul 12, 2019",Online,188 mg<br/>8.4 mm x 24.7 mm
White Powder,Etizolam,"1</li>
</ul>",Clonazolam,"Jul 12, 2019","Jul 12, 2019",Online,254 mg<br/>24.1 mm x 8.1 mm
White Powder,Cocaine,"1</li>
</ul>",Not Specified,"Jul 12, 2019","Jul 12, 2019","Los Angeles, CA",300 mg
Xanax,Flualprazolam,"1</li>
",Xanax,"Jul 12, 2019","Jul 12, 2019",Online,231 mg<br/>5.0 mm x 15.0 mm
Xanax,Alprazolam,"1</li>
",Xanax,"Jul 12, 2019","Jul 12, 2019",Online,242 mg<br/>4.1 mm x 15.2 mm
Liquid Psilocybin,4-Acetoxy-DMT,"6</li>
",Psilocybin,"Jul 12, 2019","Jul 12, 2019",Online,50 mg<br/>10.8 mm x 17.3 mm
Flower Blotter,LSD,"1</li>
",LSD,"Jul 12, 2019","Jul 12, 2019","Halifax, Canada",7 mg<br/>7.0 mm x 6.8 mm
M365,Diclofenac,"1</li>
",Hydrocodone,"Jul 12, 2019","Jul 12, 2019","Providence, RI",508 mg<br/>7.1 mm x 15.1 mm
Clonazolam,Pregabalin,"1</li>
</ul>",Clonazolam,"Jul 12, 2019","Jul 12, 2019","Xi'an, Online, China",518 mg<br/>23.4 mm x 7.1 mm
Red Bull,N-Ethylpentylone,"1</li>
</ul>",Ecstasy,"Jul 12, 2019","Jul 12, 2019","Houston, TX",799 mg<br/>9.2 mm x 14.2 mm
Sold As Ketamine,None Detected,"1</li>
</ul>",Ketamine,"Jul 12, 2019","Jul 12, 2019","San Francisco, CA",200 mg
Light Brown Powder,MDA,"1</li>
</ul>",Extasis (MDMA),"Jul 12, 2019","Jul 12, 2019","San Francisco, CA",400 mg
B707,Alprazolam,"1</li>
",Xanax,"Jul 12, 2019","Jul 12, 2019",Online,253 mg<br/>4.0 mm x 15.1 mm
Tesla,MDMA,230,MDMA / Ecstasy,"Jul 12, 2019","Jul 12, 2019","Innsbruck, Austria",512.6 mg
Wikinger,MDMA,150,2C-B,"Jul 12, 2019","Jul 12, 2019","Innsbruck, Austria",478.9 mg
Warner Brothers,MDMA,152.5,MDMA / Ecstasy,"Jul 12, 2019","Jul 05, 2019","Zurich, Switzerland",5.4 mg<br/>99.9 mm x 10.1 mm
Coca Cola,MDMA,201.3,MDMA / Ecstasy,"Jul 12, 2019","Jul 09, 2019","Zurich, Switzerland",453.4 mg<br/>12.1 mm x 7.1 mm
Ninja Turtle,MDMA,128.9,MDMA / Ecstasy,"Jul 12, 2019","Jul 09, 2019","Zurich, Switzerland",331.7 mg<br/>9.2 mm x 7.9 mm
Beige Tablet,2C-B,10.5,Not Specified,"Jul 12, 2019","Jul 09, 2019","Zurich, Switzerland",118 mg<br/>6.1 mm x 6.1 mm
Tekashi69,MDMA,257.1,MDMA / Ecstasy,"Jul 12, 2019","Jul 09, 2019","Zurich, Switzerland",592.4 mg<br/>10.5 mm x 11.4 mm
TechnoGym,MDMA,273.5,MDMA / Ecstasy,"Jul 12, 2019","Jul 10, 2019","Bern, Switzerland",497.3 mg<br/>8.3 mm x 13.5 mm
White Bar,Trimipramine,"1</li>
</ul>",Xanax,"Jul 08, 2019","Jun 28, 2019","Zurich, Switzerland",358.5 mg<br/>5.2 mm x 18.3 mm
Emoji Kothaufen,MDMA,184.3,MDMA / Ecstasy,"Jul 08, 2019","Jun 28, 2019","Zurich, Switzerland",397.6 mg<br/>10.1 mm x 10.5 mm
Audi,MDMA,212.4,MDMA / Ecstasy,"Jul 08, 2019","Jun 29, 2019","Zurich, Switzerland",494.5 mg<br/>7.0 mm x 10.1 mm
Bugatti,MDMA,242.9,MDMA / Ecstasy,"Jul 08, 2019","Jun 29, 2019","Zurich, Switzerland",429 mg<br/>7.1 mm x 12.7 mm
Louis Vuitton,MDMA,138,MDMA / Ecstasy,"Jul 08, 2019","Jun 29, 2019","Zurich, Switzerland",286.3 mg<br/>9.0 mm x 9.0 mm
Ninja Turtle,MDMA,128.9,MDMA / Ecstasy,"Jul 08, 2019","Jun 29, 2019","Zurich, Switzerland",347.3 mg<br/>8.9 mm x 9.1 mm
Patrone 9 mm,MDMA,130.2,MDMA / Ecstasy,"Jul 08, 2019","Jun 29, 2019","Zurich, Switzerland",382.6 mg<br/>7.2 mm x 12.2 mm
Pharao,MDMA,122,MDMA / Ecstasy,"Jul 08, 2019","Jun 29, 2019","Zurich, Switzerland",512.7 mg<br/>13.1 mm x 13.2 mm
Tesla,MDMA,186.3,MDMA / Ecstasy,"Jul 08, 2019","Jun 29, 2019","Zurich, Switzerland",460.1 mg<br/>10.7 mm x 11.2 mm
Philipp Plein,MDMA,183.5,MDMA / Ecstasy,"Jul 08, 2019","Jul 02, 2019","Zurich, Switzerland",399.2 mg<br/>11.1 mm x 13.1 mm
Mikro Rot,LSD,36.52,Mescaline,"Jul 08, 2019","Jul 07, 2019","Zurich, Switzerland",-
LSD Filz,LSD,202,LSD,"Jul 01, 2019","Jun 26, 2019","Bern, Switzerland",9.8&amp;nbspmm x 9.7&amp;nbspmm
LSD Filz,LSD,226,LSD,"Jul 01, 2019","Jun 26, 2019","Bern, Switzerland",8.4&amp;nbspmm x 8.0&amp;nbspmm
Totenkopf,MDMA,262.3,MDMA / Ecstasy,"Jul 01, 2019","Jun 26, 2019","Zurich, Switzerland",590 mg<br/>10.6 mm x 5.5 mm
LSD Filz,LSD,179.4,LSD,"Jul 01, 2019","Jun 25, 2019","Zurich, Switzerland",6.8&amp;nbspmm x 6.8&amp;nbspmm
Heineken,MDMA,211.2,MDMA / Ecstasy,"Jul 01, 2019","Jun 25, 2019","Zurich, Switzerland",460.1 mg<br/>12.3 mm x 6.6 mm
Philipp Plein,MDMA,189.6,MDMA / Ecstasy,"Jul 01, 2019","Jun 25, 2019","Zurich, Switzerland",383.7 mg<br/>13.1 mm x 11.2 mm
Twitter,2C-B,14.9,Not Specified,"Jul 01, 2019","Jun 25, 2019","Zurich, Switzerland",190.1 mg<br/>8.1 mm x 8.1 mm
Philipp Plein,MDMA,174.4,MDMA / Ecstasy,"Jul 01, 2019","Jun 25, 2019","Zurich, Switzerland",543.8 mg<br/>11.7 mm x 13.2 mm
Nintendo,MDMA,233,MDMA / Ecstasy,"Jul 01, 2019","Jun 29, 2019","Basel, Switzerland",417.6 mg<br/>13.2 mm x 7.2 mm
Tekashi69,MDMA,180.2,MDMA / Ecstasy,"Jul 01, 2019","Jun 22, 2019","Basel, Switzerland",533.8 mg<br/>12.1 mm x 10.9 mm
Donkey Kong,MDMA,190,MDMA / Ecstasy,"Jul 01, 2019","Jun 28, 2019","Innsbruck, Austria",468.6 mg
A1,Caffeine,"2</li>
",Molly,"Jun 25, 2019","Jun 23, 2019","Los Angeles, CA",280 mg<br/>8.1 mm x 8.1 mm
UPS,MDMA,"1</li>
</ul>",Ecstasy,"Jun 25, 2019","Jun 23, 2019","Los Angeles, CA",385 mg<br/>8.2 mm x 9.5 mm
Counterfeit Xanax,Unidentified,"5</li>
",Xanax,"Jun 25, 2019","Jun 23, 2019","Los Angeles, CA",270 mg<br/>5.2 mm x 15.3 mm
Tesla,MDMA,"1</li>
</ul>",Ecstasy,"Jun 25, 2019","Jun 23, 2019","Los Angeles, CA",489 mg<br/>10.7 mm x 11.7 mm
Roche 2,Clonazepam,"1</li>
</ul>",Klonopin,"Jun 25, 2019","Jun 23, 2019",Online,171 mg<br/>8.2 mm x 8.2 mm
Purple Rock,MDMA,"1</li>
</ul>",MDMA,"Jun 25, 2019","Jun 23, 2019","Bellingham, WA",137 mg<br/>7.3 mm x 20.9 mm
Flügel,MDMA,"1</li>
</ul>",MDMA,"Jun 25, 2019","Jun 23, 2019","Harrisburg, PA",547 mg<br/>9.2 mm x 12.7 mm
Benzo Powder,Alprazolam,"1</li>
",Alprazolam,"Jun 25, 2019","Jun 23, 2019",Canada,100 mg
MDMA,Methylsulfonylmethane,"2</li>
",MDMA,"Jun 25, 2019","Jun 23, 2019","New York, NY",205 mg<br/>7.3 mm x 21.5 mm
Diclazepam,Etizolam,"1</li>
</ul>",Diclazepam,"Jun 25, 2019","Jun 23, 2019","San Francisco, CA",303 mg<br/>8.2 mm x 24.3 mm
Clonazolam,Etizolam,"1</li>
</ul>",Clonazolam,"Jun 25, 2019","Jun 23, 2019","San Francisco, CA",328 mg<br/>8.3 mm x 24.4 mm
Etizolam,Etizolam,"1</li>
</ul>",Etizolam,"Jun 25, 2019","Jun 23, 2019","San Francisco, CA",313 mg<br/>8.3 mm x 24.4 mm
Ostarine,"Androsta-3,5-diene-7,17-dione","1</li>
",MK-2866,"Jun 25, 2019","Jun 23, 2019","San Jose, CA",764 mg<br/>8.1 mm x 22.9 mm
Alprazolam,Flualprazolam,"1</li>
</ul>",Alprazolam,"Jun 25, 2019","Jun 23, 2019","Indianapolis, IN",200 mg<br/>7.9 mm x 23.2 mm
Skype,MDMA,"1</li>
</ul>",Molly/XTC,"Jun 25, 2019","Jun 23, 2019","Oslo, Norway",502 mg<br/>8.6 mm x 12.2 mm
Batman,BMDP,"1</li>
</ul>",MDMA,"Jun 25, 2019","Jun 23, 2019","Miami, FL",361 mg<br/>9.2 mm x 9.2 mm
Tesla,Unidentified,"8</li>
",MDM9,"Jun 25, 2019","Jun 23, 2019","Miami, FL",286 mg<br/>7.6 mm x 7.4 mm
Red Bull,MDMA,"1</li>
</ul>",MDMA,"Jun 25, 2019","Jun 23, 2019","Online, Netherlands",430 mg<br/>8.4 mm x 11.2 mm
Blue Clouds,LSD,"1</li>
",LSD,"Jun 25, 2019","Jun 23, 2019","Bay Area, CA",6.4&amp;nbspmm x 12.9&amp;nbspmm
Green Tentacle,LSD,"1</li>
",LSD,"Jun 25, 2019","Jun 23, 2019","Bay Area, CA",50 mg<br/>6.8 mm x 18.6 mm
Purple Tentacle,LSD,"1</li>
",LSD,"Jun 25, 2019","Jun 23, 2019","Bay Area, CA",50 mg<br/>6.8 mm x 27.4 mm
Blue Stars,LSD,"15</li>
",LSD,"Jun 25, 2019","Jun 23, 2019","Bay Area, CA",5.5&amp;nbspmm x 15.5&amp;nbspmm
Speckled Tablet,Caffeine,"8</li>
",MDMA,"Jun 25, 2019","Jun 23, 2019","Festus, MO",154 mg<br/>5.5 mm x 7.9 mm
Ketamine Powder,Cocaine,"1</li>
",Ketamine,"Jun 25, 2019","Jun 23, 2019","Festus, MO",500 mg
Groundscore,Ketamine,"8</li>
",Not Specified,"Jun 25, 2019","Jun 23, 2019","Tampa, FL",1500 mg
Chanel,MDMA,109,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.0&amp;nbspmm x 3.3&amp;nbspmm
Chanel,MDMA,92,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.0&amp;nbspmm x 3.3&amp;nbspmm
Dom Pérignon,MDMA,79,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.1&amp;nbspmm x 4.5&amp;nbspmm
White Tablet,5-APB,"</li>
",MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.1&amp;nbspmm x 5.7&amp;nbspmm
Maybach,MDMA,126,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",12.6&amp;nbspmm x 4.2&amp;nbspmm
Mitsubishi,MDMA,128,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.6&amp;nbspmm x 4.7&amp;nbspmm
Mitsubishi,MDMA,145,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.6&amp;nbspmm x 4.7&amp;nbspmm
Superman,MDMA,184,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.1&amp;nbspmm x 5.7&amp;nbspmm
Warner Brothers,MDMA,185,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",10.2&amp;nbspmm x 5.3&amp;nbspmm
Moncler,MDMA,201,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",12.1&amp;nbspmm x 4.6&amp;nbspmm
Defqon,MDMA,222,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",11.2&amp;nbspmm x 4.8&amp;nbspmm
Coca Cola,MDMA,251,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",12.2&amp;nbspmm x 5.0&amp;nbspmm
Berghain,MDMA,263,MDMA / Ecstasy,"Jun 21, 2019","Jun 21, 2019","Vienna, Austria",11.4&amp;nbspmm x 3.8&amp;nbspmm
Red Bull,MDMA,208.6,MDMA / Ecstasy,"Jun 21, 2019","Jun 19, 2019","Bern, Switzerland",496.7 mg<br/>11.6 mm x 7.1 mm
Philipp Plein,MDMA,152.1,MDMA / Ecstasy,"Jun 21, 2019","Jun 19, 2019","Bern, Switzerland",607.3 mg<br/>13.2 mm x 11.7 mm
Cocaine,alpha-PVP,"</li>
</ul>",Cocaine,"Jun 21, 2019","Jun 21, 2019","Innsbruck, Austria",-
